raw_timestamp,map,game_round,event_type,event_details
1742105720406,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.9229645, 'x': 286, 'y': 329, 'width': 58, 'height': 93, 'box_area': 5394, 'center_x': 315.0, 'center_y': 375.5, 'diff_height': -2.0, 'position_of_object': [286, 329, 58, 93]}"
1742105720424,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.6778829, 'x': 276, 'y': 327, 'width': 89, 'height': 93, 'box_area': 8277, 'center_x': 320.5, 'center_y': 373.5, 'diff_height': 0.0, 'position_of_object': [276, 327, 89, 93]}"
1742105720424,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.9305166, 'x': 286, 'y': 328, 'width': 59, 'height': 94, 'box_area': 5546, 'center_x': 315.5, 'center_y': 375.0, 'diff_height': 1.0, 'position_of_object': [286, 328, 59, 94]}"
1742105720424,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5546943, 'x': 287, 'y': 327, 'width': 72, 'height': 102, 'box_area': 7344, 'center_x': 323.0, 'center_y': 378.0, 'diff_height': 8.0, 'position_of_object': [287, 327, 72, 102]}"
1742105720444,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.7859316, 'x': 284, 'y': 328, 'width': 63, 'height': 90, 'box_area': 5670, 'center_x': 315.5, 'center_y': 373.0, 'diff_height': -12.0, 'position_of_object': [284, 328, 63, 90]}"
1742105720444,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5654743, 'x': 283, 'y': 330, 'width': 79, 'height': 91, 'box_area': 7189, 'center_x': 322.5, 'center_y': 375.5, 'diff_height': 1.0, 'position_of_object': [283, 330, 79, 91]}"
1742105720460,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5730149, 'x': 283, 'y': 328, 'width': 66, 'height': 90, 'box_area': 5940, 'center_x': 316.0, 'center_y': 373.0, 'diff_height': -1.0, 'position_of_object': [283, 328, 66, 90]}"
1742105720477,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5813847, 'x': 268, 'y': 315, 'width': 101, 'height': 104, 'box_area': 10504, 'center_x': 318.5, 'center_y': 367.0, 'diff_height': 14.0, 'position_of_object': [268, 315, 101, 104]}"
1742105720477,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5277868, 'x': 273, 'y': 322, 'width': 94, 'height': 96, 'box_area': 9024, 'center_x': 320.0, 'center_y': 370.0, 'diff_height': -8.0, 'position_of_object': [273, 322, 94, 96]}"
1742105720493,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.79372865, 'x': 268, 'y': 314, 'width': 101, 'height': 102, 'box_area': 10302, 'center_x': 318.5, 'center_y': 365.0, 'diff_height': 6.0, 'position_of_object': [268, 314, 101, 102]}"
1742105720510,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.837138, 'x': 270, 'y': 313, 'width': 100, 'height': 102, 'box_area': 10200, 'center_x': 320.0, 'center_y': 364.0, 'diff_height': 0.0, 'position_of_object': [270, 313, 100, 102]}"
1742105720528,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.78627133, 'x': 266, 'y': 315, 'width': 102, 'height': 96, 'box_area': 9792, 'center_x': 317.0, 'center_y': 363.0, 'diff_height': -6.0, 'position_of_object': [266, 315, 102, 96]}"
1742105720528,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5079474, 'x': 271, 'y': 323, 'width': 85, 'height': 83, 'box_area': 7055, 'center_x': 313.5, 'center_y': 364.5, 'diff_height': -13.0, 'position_of_object': [271, 323, 85, 83]}"
1742105720544,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.7734178, 'x': 268, 'y': 314, 'width': 98, 'height': 95, 'box_area': 9310, 'center_x': 317.0, 'center_y': 361.5, 'diff_height': 12.0, 'position_of_object': [268, 314, 98, 95]}"
1742105720544,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.67224073, 'x': 275, 'y': 321, 'width': 79, 'height': 86, 'box_area': 6794, 'center_x': 314.5, 'center_y': 364.0, 'diff_height': -9.0, 'position_of_object': [275, 321, 79, 86]}"
1742105720560,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.8286513, 'x': 269, 'y': 315, 'width': 97, 'height': 92, 'box_area': 8924, 'center_x': 317.5, 'center_y': 361.0, 'diff_height': 6.0, 'position_of_object': [269, 315, 97, 92]}"
1742105720560,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.7125948, 'x': 275, 'y': 321, 'width': 79, 'height': 86, 'box_area': 6794, 'center_x': 314.5, 'center_y': 364.0, 'diff_height': -6.0, 'position_of_object': [275, 321, 79, 86]}"
